name,id,category,href,images,semantic_features
Coffret pour huîtres,482,du-palais,https://www.lesraffineurs.com/du-palais/482-couteau-a-huitres.html,"['https://lesraffineurs.b-cdn.net/3955-large_default/couteau-a-huitres.jpg', 'https://lesraffineurs.b-cdn.net/3952-large_default/couteau-a-huitres.jpg', 'https://lesraffineurs.b-cdn.net/3951-large_default/couteau-a-huitres.jpg', 'https://lesraffineurs.b-cdn.net/3953-large_default/couteau-a-huitres.jpg', 'https://lesraffineurs.b-cdn.net/3954-large_default/couteau-a-huitres.jpg', 'https://lesraffineurs.b-cdn.net/3956-large_default/couteau-a-huitres.jpg', 'https://lesraffineurs.b-cdn.net/3957-large_default/couteau-a-huitres.jpg', 'https://lesraffineurs.b-cdn.net/3958-large_default/couteau-a-huitres.jpg']",
Roue du caviste,1736,du-gosier,https://www.lesraffineurs.com/du-gosier/1736-roue-du-caviste.html,"['https://lesraffineurs.b-cdn.net/14040-large_default/roue-du-caviste.jpg', 'https://lesraffineurs.b-cdn.net/14042-large_default/roue-du-caviste.jpg', 'https://lesraffineurs.b-cdn.net/14043-large_default/roue-du-caviste.jpg', 'https://lesraffineurs.b-cdn.net/14044-large_default/roue-du-caviste.jpg', 'https://lesraffineurs.b-cdn.net/14045-large_default/roue-du-caviste.jpg', 'https://lesraffineurs.b-cdn.net/14046-large_default/roue-du-caviste.jpg', 'https://lesraffineurs.b-cdn.net/14047-large_default/roue-du-caviste.jpg']",
Sac week-end Rains,1645,du-style,https://www.lesraffineurs.com/du-style/1645-sac-week-end-rains.html,"['https://lesraffineurs.b-cdn.net/13085-large_default/sac-week-end-rains.jpg', 'https://lesraffineurs.b-cdn.net/13078-large_default/sac-week-end-rains.jpg', 'https://lesraffineurs.b-cdn.net/13104-large_default/sac-week-end-rains.jpg', 'https://lesraffineurs.b-cdn.net/13102-large_default/sac-week-end-rains.jpg', 'https://lesraffineurs.b-cdn.net/13103-large_default/sac-week-end-rains.jpg', 'https://lesraffineurs.b-cdn.net/13079-large_default/sac-week-end-rains.jpg', 'https://lesraffineurs.b-cdn.net/13080-large_default/sac-week-end-rains.jpg', 'https://lesraffineurs.b-cdn.net/13081-large_default/sac-week-end-rains.jpg', 'https://lesraffineurs.b-cdn.net/13082-large_default/sac-week-end-rains.jpg', 'https://lesraffineurs.b-cdn.net/13083-large_default/sac-week-end-rains.jpg', 'https://lesraffineurs.b-cdn.net/13084-large_default/sac-week-end-rains.jpg', 'https://lesraffineurs.b-cdn.net/13105-large_default/sac-week-end-rains.jpg']",
Fabriquez vos propres fromages,1514,des-experiences,https://www.lesraffineurs.com/des-experiences/1514-atelier-fabrication-de-fromages.html,"['https://lesraffineurs.b-cdn.net/12131-large_default/atelier-fabrication-de-fromages.jpg', 'https://lesraffineurs.b-cdn.net/12136-large_default/atelier-fabrication-de-fromages.jpg', 'https://lesraffineurs.b-cdn.net/12132-large_default/atelier-fabrication-de-fromages.jpg', 'https://lesraffineurs.b-cdn.net/12135-large_default/atelier-fabrication-de-fromages.jpg', 'https://lesraffineurs.b-cdn.net/12133-large_default/atelier-fabrication-de-fromages.jpg', 'https://lesraffineurs.b-cdn.net/12134-large_default/atelier-fabrication-de-fromages.jpg']",
Sac rolltop imperméable Ucon Acrobatics,1272,du-style,https://www.lesraffineurs.com/du-style/1272-sac-ucon-acrobatics-hajo.html,"['https://lesraffineurs.b-cdn.net/13511-large_default/sac-ucon-acrobatics-hajo.jpg', 'https://lesraffineurs.b-cdn.net/10768-large_default/sac-ucon-acrobatics-hajo.jpg', 'https://lesraffineurs.b-cdn.net/10765-large_default/sac-ucon-acrobatics-hajo.jpg', 'https://lesraffineurs.b-cdn.net/10767-large_default/sac-ucon-acrobatics-hajo.jpg', 'https://lesraffineurs.b-cdn.net/11694-large_default/sac-ucon-acrobatics-hajo.jpg', 'https://lesraffineurs.b-cdn.net/10758-large_default/sac-ucon-acrobatics-hajo.jpg', 'https://lesraffineurs.b-cdn.net/13501-large_default/sac-ucon-acrobatics-hajo.jpg', 'https://lesraffineurs.b-cdn.net/13503-large_default/sac-ucon-acrobatics-hajo.jpg', 'https://lesraffineurs.b-cdn.net/13504-large_default/sac-ucon-acrobatics-hajo.jpg', 'https://lesraffineurs.b-cdn.net/13510-large_default/sac-ucon-acrobatics-hajo.jpg', 'https://lesraffineurs.b-cdn.net/13508-large_default/sac-ucon-acrobatics-hajo.jpg', 'https://lesraffineurs.b-cdn.net/13509-large_default/sac-ucon-acrobatics-hajo.jpg', 'https://lesraffineurs.b-cdn.net/13505-large_default/sac-ucon-acrobatics-hajo.jpg', 'https://lesraffineurs.b-cdn.net/10760-large_default/sac-ucon-acrobatics-hajo.jpg', 'https://lesraffineurs.b-cdn.net/12882-large_default/sac-ucon-acrobatics-hajo.jpg', 'https://lesraffineurs.b-cdn.net/13519-large_default/sac-ucon-acrobatics-hajo.jpg', 'https://lesraffineurs.b-cdn.net/10770-large_default/sac-ucon-acrobatics-hajo.jpg']",
"Bracelet Manille, argent massif",1257,du-style,https://www.lesraffineurs.com/du-style/1257-bracelet-manille-argent-massif.html,"['https://lesraffineurs.b-cdn.net/10616-large_default/bracelet-manille-argent-massif.jpg', 'https://lesraffineurs.b-cdn.net/10614-large_default/bracelet-manille-argent-massif.jpg', 'https://lesraffineurs.b-cdn.net/11036-large_default/bracelet-manille-argent-massif.jpg', 'https://lesraffineurs.b-cdn.net/10613-large_default/bracelet-manille-argent-massif.jpg', 'https://lesraffineurs.b-cdn.net/11035-large_default/bracelet-manille-argent-massif.jpg', 'https://lesraffineurs.b-cdn.net/11030-large_default/bracelet-manille-argent-massif.jpg', 'https://lesraffineurs.b-cdn.net/11037-large_default/bracelet-manille-argent-massif.jpg', 'https://lesraffineurs.b-cdn.net/10611-large_default/bracelet-manille-argent-massif.jpg', 'https://lesraffineurs.b-cdn.net/11032-large_default/bracelet-manille-argent-massif.jpg', 'https://lesraffineurs.b-cdn.net/11033-large_default/bracelet-manille-argent-massif.jpg', 'https://lesraffineurs.b-cdn.net/10612-large_default/bracelet-manille-argent-massif.jpg', 'https://lesraffineurs.b-cdn.net/11031-large_default/bracelet-manille-argent-massif.jpg', 'https://lesraffineurs.b-cdn.net/10617-large_default/bracelet-manille-argent-massif.jpg', 'https://lesraffineurs.b-cdn.net/10737-large_default/bracelet-manille-argent-massif.jpg', 'https://lesraffineurs.b-cdn.net/11038-large_default/bracelet-manille-argent-massif.jpg', 'https://lesraffineurs.b-cdn.net/14759-large_default/bracelet-manille-argent-massif.jpg']",
Backgammon de voyage,822,du-temps-libre,https://www.lesraffineurs.com/du-temps-libre/822-backgammon-de-voyage.html,"['https://lesraffineurs.b-cdn.net/7612-large_default/backgammon-de-voyage.jpg', 'https://lesraffineurs.b-cdn.net/7613-large_default/backgammon-de-voyage.jpg', 'https://lesraffineurs.b-cdn.net/7610-large_default/backgammon-de-voyage.jpg', 'https://lesraffineurs.b-cdn.net/7611-large_default/backgammon-de-voyage.jpg', 'https://lesraffineurs.b-cdn.net/7614-large_default/backgammon-de-voyage.jpg', 'https://lesraffineurs.b-cdn.net/7615-large_default/backgammon-de-voyage.jpg', 'https://lesraffineurs.b-cdn.net/7616-large_default/backgammon-de-voyage.jpg', 'https://lesraffineurs.b-cdn.net/7617-large_default/backgammon-de-voyage.jpg', 'https://lesraffineurs.b-cdn.net/7618-large_default/backgammon-de-voyage.jpg', 'https://lesraffineurs.b-cdn.net/7619-large_default/backgammon-de-voyage.jpg', 'https://lesraffineurs.b-cdn.net/7620-large_default/backgammon-de-voyage.jpg', 'https://lesraffineurs.b-cdn.net/7621-large_default/backgammon-de-voyage.jpg', 'https://lesraffineurs.b-cdn.net/7622-large_default/backgammon-de-voyage.jpg']",
Globe,1546,du-temps-libre,https://www.lesraffineurs.com/du-temps-libre/1546-globe-celeste-terrestre.html,"['https://lesraffineurs.b-cdn.net/12578-large_default/globe-celeste-terrestre.jpg', 'https://lesraffineurs.b-cdn.net/12580-large_default/globe-celeste-terrestre.jpg', 'https://lesraffineurs.b-cdn.net/12581-large_default/globe-celeste-terrestre.jpg', 'https://lesraffineurs.b-cdn.net/12579-large_default/globe-celeste-terrestre.jpg', 'https://lesraffineurs.b-cdn.net/12576-large_default/globe-celeste-terrestre.jpg', 'https://lesraffineurs.b-cdn.net/12577-large_default/globe-celeste-terrestre.jpg']",
Calendrier Le Primeur,567,du-palais,https://www.lesraffineurs.com/du-palais/567-calendrier-le-primeur.html,"['https://lesraffineurs.b-cdn.net/8525-large_default/calendrier-le-primeur.jpg', 'https://lesraffineurs.b-cdn.net/8522-large_default/calendrier-le-primeur.jpg', 'https://lesraffineurs.b-cdn.net/8523-large_default/calendrier-le-primeur.jpg', 'https://lesraffineurs.b-cdn.net/8524-large_default/calendrier-le-primeur.jpg']",
Tumblers en cristal,717,du-gosier,https://www.lesraffineurs.com/du-gosier/717-tumblers-en-cristal.html,"['https://lesraffineurs.b-cdn.net/6236-large_default/tumblers-en-cristal.jpg', 'https://lesraffineurs.b-cdn.net/6235-large_default/tumblers-en-cristal.jpg', 'https://lesraffineurs.b-cdn.net/6231-large_default/tumblers-en-cristal.jpg', 'https://lesraffineurs.b-cdn.net/6232-large_default/tumblers-en-cristal.jpg', 'https://lesraffineurs.b-cdn.net/6233-large_default/tumblers-en-cristal.jpg', 'https://lesraffineurs.b-cdn.net/6234-large_default/tumblers-en-cristal.jpg']",
Compilation de Jurons,1120,du-temps-libre,https://www.lesraffineurs.com/du-temps-libre/1120-compilation-de-jurons.html,"['https://lesraffineurs.b-cdn.net/9598-large_default/compilation-de-jurons.jpg', 'https://lesraffineurs.b-cdn.net/9597-large_default/compilation-de-jurons.jpg', 'https://lesraffineurs.b-cdn.net/9599-large_default/compilation-de-jurons.jpg', 'https://lesraffineurs.b-cdn.net/9600-large_default/compilation-de-jurons.jpg']",
"Intégrez une brigade, le temps d'un service",1308,des-experiences,https://www.lesraffineurs.com/des-experiences/1308-integrez-une-brigade-le-temps-d-un-service.html,"['https://lesraffineurs.b-cdn.net/10980-large_default/integrez-une-brigade-le-temps-d-un-service.jpg', 'https://lesraffineurs.b-cdn.net/10969-large_default/integrez-une-brigade-le-temps-d-un-service.jpg', 'https://lesraffineurs.b-cdn.net/10970-large_default/integrez-une-brigade-le-temps-d-un-service.jpg', 'https://lesraffineurs.b-cdn.net/10971-large_default/integrez-une-brigade-le-temps-d-un-service.jpg', 'https://lesraffineurs.b-cdn.net/10972-large_default/integrez-une-brigade-le-temps-d-un-service.jpg', 'https://lesraffineurs.b-cdn.net/10973-large_default/integrez-une-brigade-le-temps-d-un-service.jpg', 'https://lesraffineurs.b-cdn.net/10974-large_default/integrez-une-brigade-le-temps-d-un-service.jpg', 'https://lesraffineurs.b-cdn.net/10975-large_default/integrez-une-brigade-le-temps-d-un-service.jpg', 'https://lesraffineurs.b-cdn.net/10976-large_default/integrez-une-brigade-le-temps-d-un-service.jpg', 'https://lesraffineurs.b-cdn.net/10977-large_default/integrez-une-brigade-le-temps-d-un-service.jpg', 'https://lesraffineurs.b-cdn.net/10978-large_default/integrez-une-brigade-le-temps-d-un-service.jpg', 'https://lesraffineurs.b-cdn.net/10979-large_default/integrez-une-brigade-le-temps-d-un-service.jpg']",
Rasoir en bois,1521,du-style,https://www.lesraffineurs.com/du-style/1521-rasoir-en-bois.html,"['https://lesraffineurs.b-cdn.net/12346-large_default/rasoir-en-bois.jpg', 'https://lesraffineurs.b-cdn.net/12347-large_default/rasoir-en-bois.jpg', 'https://lesraffineurs.b-cdn.net/12348-large_default/rasoir-en-bois.jpg', 'https://lesraffineurs.b-cdn.net/12344-large_default/rasoir-en-bois.jpg', 'https://lesraffineurs.b-cdn.net/12345-large_default/rasoir-en-bois.jpg']",
Coffret d'entretien souliers,602,du-style,https://www.lesraffineurs.com/du-style/602-coffret-d-entretien-souliers.html,"['https://lesraffineurs.b-cdn.net/5389-large_default/coffret-d-entretien-souliers.jpg', 'https://lesraffineurs.b-cdn.net/11166-large_default/coffret-d-entretien-souliers.jpg', 'https://lesraffineurs.b-cdn.net/11161-large_default/coffret-d-entretien-souliers.jpg', 'https://lesraffineurs.b-cdn.net/11162-large_default/coffret-d-entretien-souliers.jpg', 'https://lesraffineurs.b-cdn.net/11164-large_default/coffret-d-entretien-souliers.jpg', 'https://lesraffineurs.b-cdn.net/11163-large_default/coffret-d-entretien-souliers.jpg', 'https://lesraffineurs.b-cdn.net/11165-large_default/coffret-d-entretien-souliers.jpg']",
Tablier en toile vintage,1173,du-palais,https://www.lesraffineurs.com/du-palais/1173-tablier-en-toile-vintage.html,"['https://lesraffineurs.b-cdn.net/10055-large_default/tablier-en-toile-vintage.jpg', 'https://lesraffineurs.b-cdn.net/10056-large_default/tablier-en-toile-vintage.jpg', 'https://lesraffineurs.b-cdn.net/10057-large_default/tablier-en-toile-vintage.jpg', 'https://lesraffineurs.b-cdn.net/10061-large_default/tablier-en-toile-vintage.jpg', 'https://lesraffineurs.b-cdn.net/10062-large_default/tablier-en-toile-vintage.jpg', 'https://lesraffineurs.b-cdn.net/10064-large_default/tablier-en-toile-vintage.jpg', 'https://lesraffineurs.b-cdn.net/10053-large_default/tablier-en-toile-vintage.jpg', 'https://lesraffineurs.b-cdn.net/10054-large_default/tablier-en-toile-vintage.jpg', 'https://lesraffineurs.b-cdn.net/10063-large_default/tablier-en-toile-vintage.jpg', 'https://lesraffineurs.b-cdn.net/11192-large_default/tablier-en-toile-vintage.jpg', 'https://lesraffineurs.b-cdn.net/11191-large_default/tablier-en-toile-vintage.jpg', 'https://lesraffineurs.b-cdn.net/10059-large_default/tablier-en-toile-vintage.jpg', 'https://lesraffineurs.b-cdn.net/10060-large_default/tablier-en-toile-vintage.jpg']",
Bretelles fines à pinces,623,du-style,https://www.lesraffineurs.com/du-style/623-bretelles-fines-a-pinces-.html,"['https://lesraffineurs.b-cdn.net/5232-large_default/bretelles-fines-a-pinces-.jpg', 'https://lesraffineurs.b-cdn.net/5231-large_default/bretelles-fines-a-pinces-.jpg', 'https://lesraffineurs.b-cdn.net/5233-large_default/bretelles-fines-a-pinces-.jpg', 'https://lesraffineurs.b-cdn.net/5234-large_default/bretelles-fines-a-pinces-.jpg', 'https://lesraffineurs.b-cdn.net/5235-large_default/bretelles-fines-a-pinces-.jpg', 'https://lesraffineurs.b-cdn.net/5236-large_default/bretelles-fines-a-pinces-.jpg', 'https://lesraffineurs.b-cdn.net/5237-large_default/bretelles-fines-a-pinces-.jpg', 'https://lesraffineurs.b-cdn.net/5238-large_default/bretelles-fines-a-pinces-.jpg', 'https://lesraffineurs.b-cdn.net/5239-large_default/bretelles-fines-a-pinces-.jpg', 'https://lesraffineurs.b-cdn.net/5209-large_default/bretelles-fines-a-pinces-.jpg', 'https://lesraffineurs.b-cdn.net/5207-large_default/bretelles-fines-a-pinces-.jpg', 'https://lesraffineurs.b-cdn.net/5208-large_default/bretelles-fines-a-pinces-.jpg', 'https://lesraffineurs.b-cdn.net/5206-large_default/bretelles-fines-a-pinces-.jpg']",
Chaussons en laine et cuir,1588,du-style,https://www.lesraffineurs.com/du-style/1588-chaussons-en-laine-naturelle.html,"['https://lesraffineurs.b-cdn.net/13960-large_default/chaussons-en-laine-naturelle.jpg', 'https://lesraffineurs.b-cdn.net/13961-large_default/chaussons-en-laine-naturelle.jpg', 'https://lesraffineurs.b-cdn.net/13959-large_default/chaussons-en-laine-naturelle.jpg', 'https://lesraffineurs.b-cdn.net/13260-large_default/chaussons-en-laine-naturelle.jpg', 'https://lesraffineurs.b-cdn.net/13259-large_default/chaussons-en-laine-naturelle.jpg', 'https://lesraffineurs.b-cdn.net/13261-large_default/chaussons-en-laine-naturelle.jpg']",
Sac weekender en cuir,449,du-style,https://www.lesraffineurs.com/du-style/449-sac-weekender-en-cuir-.html,"['https://lesraffineurs.b-cdn.net/3428-large_default/sac-weekender-en-cuir-.jpg', 'https://lesraffineurs.b-cdn.net/3429-large_default/sac-weekender-en-cuir-.jpg', 'https://lesraffineurs.b-cdn.net/3423-large_default/sac-weekender-en-cuir-.jpg', 'https://lesraffineurs.b-cdn.net/3426-large_default/sac-weekender-en-cuir-.jpg', 'https://lesraffineurs.b-cdn.net/3424-large_default/sac-weekender-en-cuir-.jpg', 'https://lesraffineurs.b-cdn.net/3427-large_default/sac-weekender-en-cuir-.jpg', 'https://lesraffineurs.b-cdn.net/3425-large_default/sac-weekender-en-cuir-.jpg', 'https://lesraffineurs.b-cdn.net/3430-large_default/sac-weekender-en-cuir-.jpg', 'https://lesraffineurs.b-cdn.net/3432-large_default/sac-weekender-en-cuir-.jpg', 'https://lesraffineurs.b-cdn.net/3431-large_default/sac-weekender-en-cuir-.jpg', 'https://lesraffineurs.b-cdn.net/3433-large_default/sac-weekender-en-cuir-.jpg', 'https://lesraffineurs.b-cdn.net/3434-large_default/sac-weekender-en-cuir-.jpg', 'https://lesraffineurs.b-cdn.net/3441-large_default/sac-weekender-en-cuir-.jpg']",
Coffret de jardinage,1452,du-palais,https://www.lesraffineurs.com/du-palais/1452-coffret-de-jardinage.html,"['https://lesraffineurs.b-cdn.net/11745-large_default/coffret-de-jardinage.jpg', 'https://lesraffineurs.b-cdn.net/11746-large_default/coffret-de-jardinage.jpg', 'https://lesraffineurs.b-cdn.net/11744-large_default/coffret-de-jardinage.jpg', 'https://lesraffineurs.b-cdn.net/11750-large_default/coffret-de-jardinage.jpg', 'https://lesraffineurs.b-cdn.net/11749-large_default/coffret-de-jardinage.jpg', 'https://lesraffineurs.b-cdn.net/11747-large_default/coffret-de-jardinage.jpg', 'https://lesraffineurs.b-cdn.net/11751-large_default/coffret-de-jardinage.jpg', 'https://lesraffineurs.b-cdn.net/11748-large_default/coffret-de-jardinage.jpg']",
Lampe-tempête Feuerhand 276,225,du-temps-libre,https://www.lesraffineurs.com/du-temps-libre/225-lampe-tempete-feuerhand-276.html,"['https://lesraffineurs.b-cdn.net/1398-large_default/lampe-tempete-feuerhand-276.jpg', 'https://lesraffineurs.b-cdn.net/1330-large_default/lampe-tempete-feuerhand-276.jpg', 'https://lesraffineurs.b-cdn.net/1394-large_default/lampe-tempete-feuerhand-276.jpg', 'https://lesraffineurs.b-cdn.net/1395-large_default/lampe-tempete-feuerhand-276.jpg', 'https://lesraffineurs.b-cdn.net/1396-large_default/lampe-tempete-feuerhand-276.jpg', 'https://lesraffineurs.b-cdn.net/1397-large_default/lampe-tempete-feuerhand-276.jpg']",
Sac à dos Rains,382,du-style,https://www.lesraffineurs.com/du-style/382-sac-a-dos-impermeable-homme-rains.html,"['https://lesraffineurs.b-cdn.net/7165-large_default/sac-a-dos-impermeable-homme-rains.jpg', 'https://lesraffineurs.b-cdn.net/7168-large_default/sac-a-dos-impermeable-homme-rains.jpg', 'https://lesraffineurs.b-cdn.net/2941-large_default/sac-a-dos-impermeable-homme-rains.jpg', 'https://lesraffineurs.b-cdn.net/2951-large_default/sac-a-dos-impermeable-homme-rains.jpg', 'https://lesraffineurs.b-cdn.net/2944-large_default/sac-a-dos-impermeable-homme-rains.jpg', 'https://lesraffineurs.b-cdn.net/2945-large_default/sac-a-dos-impermeable-homme-rains.jpg', 'https://lesraffineurs.b-cdn.net/2953-large_default/sac-a-dos-impermeable-homme-rains.jpg', 'https://lesraffineurs.b-cdn.net/2947-large_default/sac-a-dos-impermeable-homme-rains.jpg', 'https://lesraffineurs.b-cdn.net/2954-large_default/sac-a-dos-impermeable-homme-rains.jpg', 'https://lesraffineurs.b-cdn.net/8541-large_default/sac-a-dos-impermeable-homme-rains.jpg', 'https://lesraffineurs.b-cdn.net/8542-large_default/sac-a-dos-impermeable-homme-rains.jpg', 'https://lesraffineurs.b-cdn.net/12958-large_default/sac-a-dos-impermeable-homme-rains.jpg', 'https://lesraffineurs.b-cdn.net/12957-large_default/sac-a-dos-impermeable-homme-rains.jpg', 'https://lesraffineurs.b-cdn.net/12956-large_default/sac-a-dos-impermeable-homme-rains.jpg', 'https://lesraffineurs.b-cdn.net/12955-large_default/sac-a-dos-impermeable-homme-rains.jpg', 'https://lesraffineurs.b-cdn.net/12959-large_default/sac-a-dos-impermeable-homme-rains.jpg', 'https://lesraffineurs.b-cdn.net/12960-large_default/sac-a-dos-impermeable-homme-rains.jpg', 'https://lesraffineurs.b-cdn.net/12961-large_default/sac-a-dos-impermeable-homme-rains.jpg', 'https://lesraffineurs.b-cdn.net/14458-large_default/sac-a-dos-impermeable-homme-rains.jpg']",
